Weight,measurements_m2
0.107908869,0.329509921
0.118776076,0.313876499
0.122951705,0.331938162
0.147695467,0.309963511
0.138217886,0.339474097
0.108867554,0.311748034
0.135137234,0.314664547
0.136197183,0.306238925
0.109253427,0.332290141
0.123546161,0.32102747
0.097417853,0.32645475
0.130131234,0.331217243
0.120438515,0.307462447
0.104923881,0.344912423
0.114701348,0.33161035
0.128773181,0.323552487
0.116879671,0.32007054
0.129666815,0.316226633
0.133463868,0.312112996
0.112567268,0.333877819
0.120489853,0.322973719
0.157344084,0.319766758
0.126990497,0.311745276
0.112471482,0.322626737
0.12608085,0.350659597
0.10509508,0.326996448
0.142165104,0.290342005
0.130728486,0.285548062
0.141461009,0.330747657
0.138706604,0.299491305
0.13102836,0.324390259
0.139806554,0.329404269
0.128047518,0.330480035
0.115240778,0.34983126
0.109821188,0.314116142
0.118451291,0.323475657
0.087592041,0.311153326
0.15256383,0.300691133
0.099462902,0.308513086
0.12402432,0.341925126
0.105410404,0.34208232
0.094790009,0.307980317
0.123940232,0.332257593
0.120603914,0.317584884
0.122778051,0.333621409
0.133408111,0.306917264
0.115898281,0.324916951
0.13085583,0.322354006
0.132872685,0.307111588
0.120151251,0.311851548
0.12092112,0.312792735
0.133250277,0.320507507
0.126032677,0.345296292
0.12756024,0.344260018
0.089557873,0.344409518
0.126051712,0.329425986
0.130822102,0.334925519
0.123141717,0.305599656
0.130212539,0.321332672
0.153739552,0.337150965
0.12645438,0.32587489
0.135153927,0.310636229
0.11242398,0.327793569
0.112388786,0.323799499
0.117974136,0.323301584
0.109879177,0.312485764
0.125059896,0.330650542
0.111166453,0.318176022
0.12254896,0.309086489
0.103616762,0.320480526
0.100390909,0.32921168
0.115038986,0.340907476
0.109167906,0.337844706
0.115379946,0.294226559
0.115992492,0.336539752
0.119904976,0.329230296
0.140856083,0.327800771
0.145709153,0.341548308
0.136054212,0.346051012
0.119781796,0.330762994
0.14762819,0.319197988
0.102207246,0.312820693
0.094823454,0.324321756
0.129193502,0.326940267
0.125140816,0.310791332
0.123084535,0.347154928
0.125662395,0.344337234
0.10056551,0.334339077
0.107823425,0.349949628
0.143684433,0.334789937
0.140596686,0.315944793
0.114345717,0.33489751
0.154171267,0.351760679
0.109111968,0.317923518
0.116603189,0.302296958
0.129560394,0.336004797
0.107248915,0.295704971
0.117854955,0.306124946
0.122577846,0.326723222
0.119243717,0.315181282
0.138236524,0.347104815
0.134066015,0.321486079
0.108684453,0.330842295
0.114950953,0.33797587
0.127874913,0.322040075
0.124169947,0.329013389
0.11335767,0.294090425
0.131545218,0.351709696
0.13747219,0.32254533
0.115707133,0.31721877
0.137009808,0.311664329
0.100848806,0.324121482
0.101016424,0.311973983
0.132673009,0.323988535
0.112656185,0.310987453
0.110219518,0.299141351
0.121223092,0.309013047
0.115013506,0.308104918
0.130079919,0.326071323
0.103343521,0.322265269
0.119601126,0.312614749
0.172588403,0.325102855
0.126823178,0.310778373
0.096471065,0.319524436
0.134171219,0.315852957
0.13341468,0.326305669
0.145930629,0.30695856
0.127399152,0.31784331
0.115370791,0.319576929
0.146306423,0.303666553
0.135854831,0.320813048
0.098163172,0.31939623
0.136387897,0.33385069
0.121680458,0.303521962
0.141833592,0.298230422
0.119573831,0.295860997
0.136966104,0.323245963
0.128086443,0.312040002
0.133966974,0.305208463
0.124868104,0.323586006
0.118957784,0.332894867
0.126183614,0.34821721
0.134650897,0.338564863
0.131437804,0.310365798
0.149401557,0.341736891
0.131558006,0.308860138
0.134704369,0.32631413
0.156707352,0.331605404
0.126165809,0.298007806
0.133207288,0.322033995
0.116126801,0.321499418
0.125803277,0.352721362
0.149802633,0.310984631
0.129849379,0.33137019
0.146941461,0.317441941
0.109199995,0.321301558
0.104161231,0.3061059
0.129786796,0.334740597
0.104629333,0.338718692
0.165228972,0.33785134
0.143900667,0.294547757
0.106488015,0.292240801
0.122666381,0.318937836
0.116524749,0.336951043
0.131414239,0.332081589
0.124306204,0.316182245
0.139152223,0.309713368
0.147198895,0.345174258
0.121854099,0.34131955
0.107576579,0.309087128
0.133613949,0.319073344
0.122706187,0.31863532
0.142346744,0.351168544
0.122892148,0.330633818
0.137620749,0.336889218
0.130214902,0.306924673
0.122338252,0.324205348
0.118433984,0.318464379
0.13587678,0.322290145
0.163119936,0.326172132
0.13773815,0.318990467
0.123198677,0.304226539
0.135787806,0.33748004
0.126884721,0.305969244
0.105960485,0.308198909
0.129821607,0.292504848
0.148398273,0.325329325
0.120436492,0.32192448
0.108285356,0.310178881
0.132501363,0.307020262
0.152638113,0.322566474
0.139276553,0.315611552
0.140454669,0.304658704
0.159709587,0.32683593
0.149490308,0.333627804
0.135864162,0.325529251
0.122043359,0.332743817
0.127238183,0.323706611
0.12362363,0.343234087
0.137899172,0.333686888
0.11192703,0.315078215
0.148354715,0.336567749
0.127361514,0.325529519
0.119172322,0.312502607
0.137402004,0.310088853
0.094050078,0.315796828
0.112657352,0.290871047
0.115308136,0.308797476
0.137482378,0.312793296
0.117836558,0.29704393
0.146548419,0.307118485
0.118471045,0.305338961
0.132990554,0.297099388
0.114550997,0.318018718
0.142506872,0.323177546
0.121355956,0.325209896
0.132957787,0.33712155
0.117778989,0.31745209
0.108875691,0.312903701
0.121710151,0.320116851
0.141644064,0.338754058
0.109905742,0.343842167
0.102233043,0.311726975
0.120554097,0.326081292
0.136885228,0.31777247
0.109336318,0.328670016
0.117015662,0.283572596
0.127938439,0.313743268
0.120213775,0.292045544
0.129482036,0.272991928
0.143016835,0.325734557
0.125491936,0.30625573
0.124192768,0.339330559
0.136665652,0.33186452
0.124249387,0.33897228
0.110880456,0.332400047
0.109956967,0.313149815
0.108444954,0.325699345
0.153862923,0.297427641
0.124494965,0.30198668
0.133827559,0.327540478
0.135940998,0.346858608
0.111088928,0.32331937
0.13460555,0.3031658
0.116706512,0.31897051
0.093856801,0.329137017
0.121948161,0.335483745
0.109048485,0.322388582
0.120104331,0.346061574
0.130322104,0.336371693
0.159412008,0.326176283
0.11773723,0.314897943
0.122714471,0.356268986
0.130748245,0.313620984
0.127971736,0.315542628
0.122797475,0.306432386
0.10892997,0.323962699
0.11082453,0.293904364
0.122423262,0.328292204
0.10777681,0.295661782
0.115307388,0.329811039
0.106402187,0.298168068
0.142041156,0.300495058
0.102706316,0.308156066
0.153704171,0.322330788
0.116468167,0.315985509
0.109350178,0.304407753
0.107432555,0.316642277
0.136866114,0.328060363
0.140572882,0.292362216
0.112443923,0.338599319
0.130147008,0.319152622
0.122930043,0.279546051
0.121537304,0.321866797
0.127441871,0.3165183
0.136649955,0.312684398
0.096424455,0.314407328
0.091763794,0.313201622
0.128274261,0.331075944
0.124110768,0.322638517
0.135445313,0.329021048
0.099560827,0.316505631
0.110375368,0.339327822
0.148326958,0.317533467
0.105519855,0.328839875
0.130625423,0.317507236
0.113250826,0.317829034
0.119094619,0.333435589
0.104507544,0.332719511
0.142964643,0.320993475
0.096616596,0.322027648
0.107201807,0.314850248
0.111522928,0.329858936
0.142820726,0.325532173
0.129662073,0.332969551
0.135362921,0.323400571
0.124909003,0.320199213
0.128714527,0.333067832
0.132584451,0.318212343
0.148368078,0.331383457
0.128876776,0.33563895
0.103142276,0.34225287
0.142380412,0.323129016
0.126607268,0.324711672
0.108562332,0.334146926
0.122529621,0.322674758
0.110432578,0.329140653
0.156474154,0.323118429
0.120004558,0.320354184
0.095142725,0.310444323
0.129722429,0.323448991
0.11272579,0.329835815
0.144505454,0.325132241
0.127197795,0.317714743
0.098494903,0.325097217
0.117662041,0.343748303
0.108851489,0.321449356
0.11380608,0.312243418
0.115517739,0.346437929
0.095042145,0.314572501
0.128117856,0.344040289
0.112035467,0.330131566
0.111769775,0.302063795
0.136452448,0.319499927
0.153627897,0.31895891
0.115737726,0.318796118
0.152355196,0.318469687
0.094329927,0.332191537
0.133614486,0.327788018
0.116442852,0.342914868
0.124063868,0.319411227
0.110376468,0.321578344
0.116253076,0.332738141
0.120451735,0.321729664
0.119969805,0.316830861
0.131345566,0.327936461
0.160069777,0.308472706
0.115663116,0.30642611
0.122857764,0.316147677
0.098934581,0.331000798
0.087380224,0.335342162
0.146041349,0.308371518
0.105233716,0.31498637
0.113989967,0.327903618
0.125492826,0.326631059
0.138837676,0.310782108
0.129903054,0.335723265
0.153167036,0.318451156
0.122436449,0.321100953
0.097749918,0.313065759
0.127258249,0.338778971
0.126965665,0.3381423
0.112890425,0.319003849
0.120184324,0.340588745
0.116378094,0.337348464
0.151191658,0.332523891
0.11598264,0.321981098
0.104272283,0.335023095
0.129365419,0.312718908
0.097840444,0.314924403
0.131579175,0.318453929
0.131278729,0.330659873
0.112509289,0.340960483
0.116776611,0.294807751
0.116166107,0.320361721
0.149397012,0.310753889
0.131098211,0.328784311
0.107116711,0.301869756
0.106461827,0.347484432
0.124010719,0.313385833
0.124973817,0.342266666
0.113649064,0.303106342
0.129542423,0.328860925
0.122213949,0.345420787
0.141326358,0.340208642
0.131735066,0.304684333
0.123775945,0.304077243
0.127208384,0.29822456
0.111933281,0.327892292
0.138445076,0.299090236
0.13092198,0.348221458
0.118919001,0.333022688
0.126940861,0.342793155
0.117123633,0.313993324
0.162481682,0.318301071
0.118403497,0.321552391
0.132956455,0.300477971
0.130640633,0.300499377
0.113198682,0.323134063
0.12525878,0.315105497
0.120359892,0.319908905
0.128916616,0.303365157
0.129018539,0.329659
0.136688289,0.340684734
0.136919214,0.326404365
0.119067967,0.313360365
0.117300538,0.33274881
0.116326783,0.332779965
0.112235947,0.32435891
0.099030819,0.306866408
0.134228985,0.291675105
0.123979711,0.347665362
0.122004823,0.32752788
0.100307892,0.315018896
0.102658312,0.309926104
0.087442321,0.285418035
0.123629498,0.335914066
0.135212348,0.319055958
0.13408855,0.324599697
0.124002303,0.318518586
0.108992821,0.319072962
0.125039189,0.327972981
0.125209303,0.300643679
0.135760201,0.310388741
0.136661925,0.328095282
0.121180362,0.337199145
0.124653633,0.32605595
0.135616819,0.32763904
0.132031741,0.307060433
0.12261339,0.310429331
0.092644636,0.32426293
0.115196211,0.322151237
0.137754608,0.317445983
0.127421332,0.32015448
0.139471574,0.296278639
0.119995284,0.296718185
0.126377972,0.32969352
0.137076782,0.320495173
0.135491275,0.308343663
0.131049156,0.324542737
0.14150679,0.372418288
0.145203589,0.31090454
0.146029103,0.32595261
0.100398719,0.319396197
0.117879134,0.311710433
0.120245386,0.308719586
0.119704688,0.336564853
0.100609697,0.312233748
0.144690719,0.293875235
0.110154336,0.346549629
0.126666402,0.310499476
0.089110522,0.331459096
0.117567806,0.324261628
0.121303172,0.315197358
0.111135879,0.345914995
0.13620507,0.306055122
0.16088118,0.324487382
0.112040193,0.3268042
0.112195764,0.29794493
0.151451185,0.307582612
0.13360453,0.33241836
0.120432503,0.350540166
0.10598056,0.330127977
0.136163663,0.285036983
0.128371293,0.336708547
0.148461615,0.295372585
0.112109631,0.306520935
0.122570492,0.319528482
0.120554882,0.322738969
0.121921444,0.317679895
0.141038432,0.315951489
0.137809453,0.355832489
0.115567629,0.298033529
0.123789064,0.324230732
0.121711718,0.335868964
0.138510748,0.330528464
0.122530222,0.295299503
0.108404485,0.340788301
0.119994289,0.339951315
0.124457256,0.307430983
0.13893222,0.309852556
0.144311317,0.340517074
0.144535432,0.322746325
0.130635542,0.304830482
0.117404898,0.327428862
0.133893207,0.307493831
0.122310045,0.304155309
0.11579511,0.288065607
0.129512701,0.32556436
0.131178375,0.307615698
0.138126895,0.305167801
0.111600685,0.312611981
0.100069373,0.331608024
0.132661678,0.31831848
0.11060393,0.333472237
0.140026203,0.318074071
0.108548638,0.336952165
0.116322554,0.345205373
0.097900126,0.319877056
0.155723662,0.318962495
0.118111811,0.294958785
0.123734371,0.311798507
0.117071723,0.345752891
0.121356245,0.330754929
0.137379059,0.295358897
0.126495879,0.30455586
0.124739875,0.310263556
0.142764151,0.320514876
0.104617553,0.321002643
0.14187686,0.319240884
0.148827266,0.325864309
0.104073419,0.319779188
0.128968102,0.310782023
0.105592412,0.323243962
0.093225875,0.279899733
0.11216703,0.305607773
0.132754386,0.317509254
0.136253691,0.32915634
0.119374526,0.328611902
0.111905247,0.339210025
0.118314281,0.337521545
0.114139305,0.323070543
0.115435836,0.322135263
0.088750111,0.328153856
0.121317038,0.312218449
0.123119239,0.313117566
0.157610849,0.323045747
0.135037182,0.303375331
0.122769975,0.322688857
0.12596931,0.32377686
0.129799257,0.341543812
0.114339592,0.301160143
0.093620538,0.310737603
0.11390329,0.338074745
0.121451763,0.310847333
0.12657749,0.324363747
0.114079807,0.308923458
0.110987637,0.339367293
0.120858357,0.29968399
0.125624814,0.311774784
0.13338284,0.307633008
0.121179145,0.33804854
0.131385469,0.321244353
0.10982909,0.292830162
0.137016751,0.344590445
0.123962694,0.296883609
0.104366372,0.322896527
0.121023918,0.333068262
0.12641625,0.311176438
0.108862991,0.308627843
0.135704116,0.299560891
0.119831874,0.294966937
0.131653748,0.35783369
0.109905972,0.335325708
0.129490121,0.338354284
0.135740676,0.293077267
0.118230925,0.3109353
0.121957122,0.298354735
0.116279412,0.330766457
0.129847973,0.346667716
0.125324429,0.309614946
0.132355982,0.308035596
0.123969329,0.340309002
0.105790556,0.302021838
0.105172853,0.329168768
0.118126303,0.311514059
0.131777015,0.330907149
0.158813865,0.311959053
0.137906235,0.295739001
0.115674995,0.322420619
0.094485913,0.296755958
0.132591321,0.326466668
0.125144619,0.348539368
0.106698946,0.339262096
0.138309247,0.298766343
0.125012278,0.295051503
0.11871888,0.280594236
0.095919757,0.303864787
0.139410739,0.296676682
0.125937518,0.304742226
0.121183597,0.349268956
0.110489953,0.325405207
0.119416765,0.321525831
0.143501667,0.309266855
0.132782312,0.321775934
0.155021442,0.327599529
0.140899743,0.322115845
0.130165351,0.33311097
0.138439298,0.334284678
0.127407206,0.30974541
0.103233738,0.303731641
0.115921246,0.339814862
0.12999395,0.298471866
0.11097721,0.325413067
0.117221822,0.324279365
0.106285808,0.344954813
0.150337074,0.308945944
0.105206487,0.297867741
0.109380801,0.342913215
0.111689131,0.30678293
0.139590478,0.284566645
0.141921653,0.30007732
0.116697122,0.319270328
0.133650739,0.338533493
0.111623499,0.327537716
0.125059278,0.318452597
0.164229408,0.307726291
0.139212655,0.320752229
0.124410913,0.329681833
0.105157729,0.308048698
0.120553872,0.323472755
0.105240186,0.346133389
0.092279412,0.317315973
0.134165897,0.315874845
0.13381804,0.316341896
0.128082839,0.323208072
0.140076497,0.310334625
0.100010432,0.333389874
0.146055865,0.326789684
0.108842638,0.330896583
0.130788259,0.313978347
0.131945422,0.332939586
0.141289334,0.344884763
0.155115575,0.316925012
0.130355654,0.315550544
0.119431867,0.31919558
0.108474393,0.310075579
0.129043958,0.315733561
0.112447696,0.337598658
0.104797102,0.324548151
0.122131302,0.31511709
0.135241114,0.313556723
0.120524165,0.306364265
0.109373933,0.333017563
0.127298535,0.306897247
0.106512354,0.32028851
0.102398324,0.321097165
0.147058478,0.294495798
0.128817027,0.315929071
0.154877212,0.326166213
0.103054494,0.286613743
0.14072768,0.29967301
0.122521075,0.319828767
0.165368577,0.314793323
0.121942551,0.324941664
0.118507091,0.336301123
0.131531227,0.319168576
0.128008328,0.32407744
0.118286889,0.323069572
0.138850131,0.286499436
0.135526627,0.312615121
0.138459286,0.316036288
0.131180196,0.332953869
0.1145291,0.311796598
0.114669742,0.327419184
0.134068805,0.328156724
0.111088052,0.300180673
0.150644581,0.29317961
0.125661334,0.33627759
0.113261244,0.307397298
0.140737387,0.335100838
0.124871013,0.320858882
0.143131611,0.33001655
0.128350721,0.290601064
0.151698374,0.351730858
0.119421635,0.277928277
0.09241125,0.299088506
0.102430842,0.324001917
0.100665659,0.336427888
0.134022328,0.330009158
0.152311088,0.332888437
0.122248344,0.303452792
0.105158534,0.325613826
0.135417734,0.34020032
0.13197944,0.295408226
0.119456444,0.302743229
0.131293138,0.323059878
0.125270066,0.341018622
0.107920648,0.330883233
0.135458179,0.30396428
0.117602387,0.311530117
0.11092858,0.314544885
0.121629062,0.296849613
0.148693988,0.350650555
0.154609458,0.312599825
0.146175966,0.310842632
0.117748877,0.293865611
0.109766377,0.322801246
0.130333054,0.318846956
0.122743863,0.338649578
0.127259401,0.332978741
0.108217852,0.318181523
0.111880626,0.328822281
0.109035529,0.349045357
0.136764469,0.309056347
0.141108703,0.314159384
0.114934559,0.331308362
0.13391312,0.311118954
0.134797013,0.327169893
0.114074935,0.303786239
0.125322054,0.332382731
0.137375418,0.330611711
0.109953973,0.31125862
0.143868139,0.30099102
0.122081359,0.324923044
0.126064427,0.320726187
0.121508676,0.29954644
0.10294734,0.335344173
0.130259475,0.309074195
0.125071501,0.342490813
0.119021862,0.340189881
0.121874781,0.323889691
0.131433551,0.33105936
0.122962657,0.298541158
0.117220272,0.320307602
0.126380369,0.328569761
0.136486328,0.301080509
0.125712792,0.298154694
0.113231192,0.343900032
0.137637091,0.326079555
0.120727784,0.341413834
0.133954314,0.335069852
0.122984447,0.277751107
0.111009439,0.303197215
0.106047225,0.31775532
0.111666408,0.320874937
0.121661798,0.322108258
0.091383634,0.309914189
0.130919042,0.318711701
0.141668042,0.304813504
0.121541483,0.339332208
0.108531293,0.305478132
0.100169256,0.311373614
0.12855368,0.333416061
0.131353548,0.311601297
0.126037698,0.322688297
0.13561933,0.306457236
0.115087607,0.319486728
0.121385725,0.326181963
0.129310179,0.297093107
0.12178344,0.294861697
0.132481917,0.302530184
0.132607739,0.332430367
0.121096596,0.328246232
0.110714435,0.332535413
0.114308252,0.34241098
0.141607047,0.314014811
0.107111393,0.30912807
0.126069877,0.318277476
0.110229036,0.323667839
0.159780642,0.336523437
0.115655796,0.322035882
0.134679575,0.32858488
0.110646417,0.311145815
0.173052432,0.296147902
0.10513051,0.348272531
0.13052045,0.322452128
0.106377943,0.314659121
0.137462016,0.322155419
0.10633673,0.354038704
0.118521241,0.313160116
0.101246897,0.313490703
0.119208327,0.309152516
0.125183343,0.314154929
0.151292281,0.290289591
0.090628421,0.339348557
0.13334759,0.320428555
0.125802877,0.306872098
0.1160402,0.336831528
0.121991001,0.314517028
0.131034391,0.342219918
0.124611109,0.317333835
0.124513142,0.319401608
0.113464667,0.324694527
0.11915851,0.328881054
0.13243365,0.310681028
0.111337259,0.310990623
0.117389293,0.323238372
0.126275337,0.291481244
0.130063441,0.277076874
0.130963884,0.318954532
0.122144082,0.32229456
0.094657145,0.33741382
0.136596189,0.318443128
0.140195983,0.337159291
0.143091565,0.34096163
0.13026581,0.321872426
0.137824808,0.310827541
0.120716291,0.305840033
0.108459241,0.317357298
0.122543951,0.298799691
0.121428524,0.323583501
0.140048817,0.332109963
0.137068774,0.311076212
0.117334087,0.334769029
0.118738729,0.307132443
0.124380942,0.320986026
0.126118803,0.323422656
0.146241859,0.29087892
0.117651226,0.315984252
0.144257582,0.333957274
0.104146116,0.337586108
0.114775529,0.339180883
0.149892041,0.309427466
0.130772318,0.322326098
0.12640289,0.29628382
0.133704797,0.330717277
0.121656673,0.320318946
0.125700567,0.333503821
0.128125692,0.300462461
0.128140162,0.34027069
0.130226455,0.321039452
0.116209054,0.299912067
0.130242962,0.331526905
0.114223491,0.352782403
0.133574244,0.324383673
0.122351732,0.32414538
0.128563329,0.296016585
0.129007043,0.316859829
0.11379624,0.334986646
0.116866965,0.324139742
0.122711978,0.317715126
0.131545929,0.309408815
0.138876495,0.348979649
0.124060297,0.311818149
0.114691576,0.295066056
0.12844685,0.323467616
0.124544957,0.315327342
0.136109799,0.31394521
0.142852845,0.308135005
0.153909096,0.306964543
0.10026784,0.302886056
0.117779134,0.335445421
0.123732676,0.304864907
0.136478782,0.306275244
0.134918456,0.323033725
0.125712926,0.330475488
0.136298124,0.325187847
0.116643486,0.315380505
0.119405913,0.309964486
0.12933974,0.321058805
0.108963784,0.312700736
0.148254953,0.31634366
0.113054438,0.333794038
0.108016901,0.318866845
0.12962434,0.332688019
0.096362697,0.311107017
0.118464657,0.315137135
0.12239432,0.320214795
0.143977422,0.325101996
0.170315381,0.30300797
0.127448619,0.305237974
0.105700338,0.34732349
0.128789471,0.324205567
0.134818227,0.311878875
0.111198207,0.295423367
0.130068874,0.310985471
0.148458932,0.33527602
0.132243411,0.340023637
0.113261662,0.302370258
0.116644733,0.320430661
0.100520771,0.329679487
0.118470349,0.330776771
0.116320544,0.32275269
0.145631292,0.320224583
0.101882546,0.326240314
0.10147287,0.311726631
0.127788168,0.324888707
0.133739416,0.33108536
0.116758934,0.314952996
0.127801024,0.339775522
0.134869168,0.334737626
0.135927134,0.312217713
0.130398122,0.312655238
0.132988257,0.323415444
0.101902009,0.325961034
0.136849401,0.32705111
0.127014163,0.323163337
0.112619926,0.317893001
0.119062067,0.353786453
0.120582876,0.348870569
0.116786915,0.327809217
0.122477864,0.328357087
0.119117687,0.330326673
0.103271603,0.33730939
0.156985655,0.326302906
0.130596511,0.338366663
0.157899881,0.29254419
0.120783272,0.309975314
0.148947953,0.310113599
0.122969765,0.296223731
0.148265114,0.314009787
0.138672249,0.311126494
0.136277688,0.306292092
0.122275853,0.304093808
0.12820388,0.328021447
0.144843504,0.306868303
0.095172763,0.327734235
0.114701444,0.307118387
0.106325321,0.321814481
0.111274793,0.299449388
0.134178569,0.293240964
0.137441672,0.326005507
0.122033335,0.31886636
0.141875156,0.353785437
0.114024453,0.329323903
0.116107038,0.32699353
0.12691117,0.324687945
0.13106476,0.313626212
0.123110835,0.329788361
0.1091039,0.314680901
0.133554604,0.328735969
0.150522132,0.3118432
0.119489096,0.339091105
0.12548149,0.322041061
0.108516525,0.31749186
0.125043104,0.327697148
0.111440527,0.313612502
0.127679643,0.293953572
0.148293231,0.317674018
0.132941455,0.333940683
0.114294183,0.309374113
0.137156068,0.333208502
0.09935097,0.332698709
0.143177496,0.328697833
0.129621269,0.294444282
0.109207867,0.361298119
0.120250246,0.341957264
0.111510866,0.322225804
0.154906363,0.308372306
0.133591376,0.304614215
0.110007792,0.296308525
0.115017403,0.315104021
0.127397325,0.336667305
0.116502576,0.301073347
0.128529267,0.317301119
0.130672811,0.331481524
0.103357016,0.335186018
0.13417164,0.324687327
0.150026952,0.308859509
0.129768958,0.349055021
0.134293215,0.328967969
0.117332785,0.328680963
0.117405227,0.334802394
0.129548116,0.309695472
0.111865954,0.303431311
0.100925882,0.304275731
0.137356221,0.342817586
0.11532943,0.326978712
0.12822969,0.299827739
0.126682874,0.302639818
0.131086329,0.32073001
0.133919718,0.300799641
0.132846823,0.317335947
0.120631202,0.32362175
0.137173473,0.323780721
0.119618372,0.335823748
0.130296743,0.345700565
0.115709464,0.321484471
0.126218023,0.323586426
0.112272472,0.344305783
0.14574372,0.325957566
0.129849652,0.32376929
0.114058142,0.333453569
0.098254424,0.323037831
0.114151825,0.318934895
0.144442404,0.336585423
0.115355275,0.313870612
0.139578746,0.317304319
0.121690185,0.323789057
0.119971563,0.334893017
0.109186669,0.297593104
0.129142593,0.340661475
0.140248075,0.334057508
